run,elapsed,device,rxpktsps,rxkbps,txpktsps,txkbps
296,448000,net_em1,243723.0,191000.794922,196328.0,116360.755859
296,449000,net_em1,240210.0,180750.008789,209237.0,130693.611328
296,450000,net_em1,237152.0,194156.101562,195507.0,128744.838867
296,451000,net_em1,211264.0,145633.331055,193187.0,116569.666992
296,452000,net_em1,206708.0,132394.140625,182998.0,94156.25
296,453000,net_em1,232439.0,178460.536133,196611.0,120881.520508
296,454000,net_em1,237499.0,183463.438477,204976.0,131730.657227
296,455000,net_em1,249406.0,198723.660156,208809.0,134532.790039
296,456000,net_em1,233521.0,173627.830078,213752.0,142293.874023
296,457000,net_em1,226045.0,164389.289062,204033.0,128026.811523
296,458000,net_em1,239654.0,175384.811523,208708.0,125739.275391
296,459000,net_em1,236039.0,183531.962891,221312.0,159767.495117
296,460000,net_em1,252182.0,206441.197266,218975.0,153321.486328
296,461000,net_em1,232487.0,172785.581055,211796.0,139830.770508
296,462000,net_em1,242006.0,175290.84375,219379.0,138856.963867
296,463000,net_em1,248303.0,200182.385742,214237.0,144139.227539
296,464000,net_em1,226779.0,166540.796875,203922.0,128011.103516
296,465000,net_em1,255215.0,220778.708008,199338.0,131266.348633
296,466000,net_em1,246830.0,187502.831055,222884.0,150010.801758
296,467000,net_em1,243447.0,183621.18457,216353.0,139533.681641
296,468000,net_em1,230588.0,169076.540039,197721.0,116316.051758
296,469000,net_em1,236450.0,177293.419922,221691.0,153702.272461
296,470000,net_em1,224980.0,157801.719727,198907.0,115751.40332
296,471000,net_em1,233799.0,173421.792969,210038.0,133670.486328
296,472000,net_em1,249895.0,190276.819336,218125.0,139264.921875
296,473000,net_em1,245582.0,181295.168945,216236.0,133334.195312
296,474000,net_em1,216344.0,146935.331055,207592.0,131575.308594
296,475000,net_em1,226636.0,164375.535156,205961.0,130463.259766
296,476000,net_em1,262636.0,221198.753906,229393.0,167551.118164
296,477000,net_em1,253977.0,201244.53125,224804.0,154306.5625
296,478000,net_em1,240178.0,169927.461914,212983.0,126339.546875
296,479000,net_em1,238984.0,192333.868164,200291.0,129946.260742
296,480000,net_em1,245273.0,199071.356445,196634.0,121678.170898
296,481000,net_em1,252867.0,219091.699219,212474.0,152942.369141
296,482000,net_em1,234952.0,177044.450195,196299.0,114696.0625
296,483000,net_em1,268962.0,222904.142578,226941.0,155688.733398
296,484000,net_em1,253126.0,201423.976562,230859.0,163861.926758
296,485000,net_em1,243906.0,184006.008789,204840.0,121614.513672
296,486000,net_em1,216966.0,145691.104492,200159.0,118621.966797
296,487000,net_em1,246467.0,195580.420898,199891.0,121084.207031
296,488000,net_em1,234599.0,186134.729492,196537.0,126203.853516
296,489000,net_em1,243318.0,186061.321289,209206.0,131985.019531
296,490000,net_em1,263654.0,224769.871094,211669.0,143299.583984
296,491000,net_em1,236627.0,181702.240234,201989.0,127740.405273
296,492000,net_em1,233177.0,163846.446289,211145.0,126745.154297
296,493000,net_em1,258114.0,202605.999023,218857.0,140562.420898
296,494000,net_em1,232492.0,162884.271484,219986.0,140938.605469
296,495000,net_em1,242528.0,185320.021484,213804.0,139642.223633
296,496000,net_em1,255292.0,198950.943359,230664.0,158943.271484
296,497000,net_em1,253726.0,209050.015625,217246.0,149860.621094
296,498000,net_em1,256724.0,203959.429688,243079.0,180749.703125
296,499000,net_em1,236032.0,171004.887695,221001.0,145475.385742
296,500000,net_em1,232329.0,163006.211914,200669.0,112585.886719
296,501000,net_em1,254511.0,196359.962891,223041.0,145732.272461
296,502000,net_em1,223442.0,147503.563477,214929.0,133037.916016
296,503000,net_em1,265182.0,217261.861328,215234.0,138396.070312
296,504000,net_em1,269740.0,235053.5625,205939.0,134506.77832
296,505000,net_em1,242099.0,191840.526367,222076.0,158226.463867
296,506000,net_em1,232947.0,165693.411133,221662.0,147200.84375
296,507000,net_em1,237052.0,177551.135742,214452.0,140268.25293
296,508000,net_em1,234649.0,168372.826172,213424.0,133110.868164
296,509000,net_em1,238888.0,184655.991211,209919.0,136619.111328
296,510000,net_em1,257674.0,206840.597656,232115.0,164695.720703
296,511000,net_em1,255478.0,201926.238281,224010.0,150613.688477
